DV0	DV1	DV2	DV3	DV4	DV5	DV6	DV7	DV8	DV9	DV10	DV11
9.9095032592E-01	5.9673356804E-01	5.8805020257E-01	4.0799215316E-01	2.4219447898E-01	1.2877149041E-01	4.2912736202E-01	8.7968328651E-01	5.1255794491E-01	1.4649726026E-02	7.8690865249E-01	2.9653692345E-01
5.0783079047E-01	6.5111614447E-01	4.7730956835E-01	9.5894699024E-01	6.9294660724E-01	3.4966977072E-01	7.8686449791E-01	2.4950361021E-01	2.2303342921E-01	9.5424066871E-01	9.3748389769E-01	1.9104344118E-01
4.5974483274E-01	1.0351238858E-01	7.4016797279E-01	6.6442195355E-01	9.3498827948E-01	9.6189611770E-01	5.3006857568E-01	1.5426483978E-01	5.3514557849E-02	9.7591567704E-01	7.9705233074E-01	5.5056438150E-01
6.0820009315E-01	7.4181043428E-01	9.2903741837E-03	3.4797579532E-02	9.8972479981E-01	6.0556254619E-01	9.2884575632E-01	3.2597652346E-01	8.7655514659E-01	1.2467833651E-01	1.4065413239E-02	7.0953069015E-01
9.2975289690E-01	3.9437959066E-01	9.1969549357E-01	7.6412127752E-01	7.2855566639E-01	2.3446028266E-01	1.0000271313E-02	7.8056268117E-03	9.2607236370E-01	5.4549181504E-01	1.1889752336E-01	5.2786128213E-02
8.8301580154E-01	9.1907034492E-01	4.2764206054E-01	1.0764808022E-01	9.0763796450E-01	5.9335871993E-01	4.7238350060E-01	5.1387457979E-01	3.8978678053E-02	7.2596564804E-01	4.5516269114E-01	2.0468361572E-01
1.1115369554E-01	4.6611976374E-01	4.8592422288E-01	6.4070653639E-01	3.1826664352E-01	4.4837542052E-01	6.4880578697E-01	7.5911434542E-01	2.0199749478E-01	2.9286053116E-01	7.5420296263E-01	3.6022677328E-01
8.9784409088E-01	5.2646054219E-01	6.1619293015E-01	1.3676591695E-01	5.1538382389E-01	7.8570919261E-01	9.1336007450E-02	3.7458364194E-01	2.6856951332E-01	1.3679275308E-01	2.5874470315E-01	3.4804277390E-01
1.0313937484E-01	2.3727237614E-01	2.7442176970E-01	5.0880370140E-01	6.8732394744E-01	8.0770876203E-01	7.2400185464E-01	7.3500885107E-02	1.3897426727E-01	6.5343108343E-01	5.3053979475E-01	6.1604986132E-01
8.4279611215E-01	7.3478532125E-01	6.7825456953E-01	8.9551543990E-01	6.1934603837E-01	3.2091231439E-01	7.4906356940E-01	6.0202740661E-01	4.9418076957E-01	3.6231563042E-01	7.6357534834E-01	5.7990258695E-02
2.7798539381E-01	8.1653487759E-01	8.6959056653E-01	9.3916500275E-02	4.8342063137E-01	5.3151386157E-01	4.9035892370E-01	5.7756687691E-02	6.5936989608E-01	4.6799192776E-01	6.1870651161E-01	7.6616659151E-01
2.3829976666E-02	5.4793397321E-02	6.9336537979E-01	9.4169607317E-01	9.0196361497E-01	9.9807209729E-01	9.9894877010E-01	1.2871096779E-01	8.8889883883E-01	8.5943166944E-01	7.0714591656E-01	8.8997970774E-01
2.1724049441E-02	8.4410349566E-01	2.3237065501E-01	8.3730079221E-01	9.4383755211E-01	2.6226301810E-01	4.1062255524E-01	6.6612040495E-01	3.9126572095E-01	9.6862287706E-01	8.1581496625E-01	6.7314782125E-02
8.1434582118E-01	2.3239947974E-01	3.3998047458E-01	4.2879187674E-01	5.9365364648E-01	4.0194624107E-01	4.6853406125E-01	4.7260306798E-01	5.2589628200E-01	3.8167855647E-01	6.2462945799E-01	3.8734147943E-01
8.9359834355E-01	8.8655582162E-01	4.8295891635E-01	6.1138323068E-03	1.0223736232E-01	3.2395410071E-01	7.3161949059E-01	2.9568028447E-01	2.2148555365E-02	9.6944270062E-02	8.8625756511E-03	7.5637528084E-01
2.7427622149E-01	9.6954836856E-01	2.1887663355E-01	1.9733439140E-01	6.3265068756E-01	2.9627666160E-01	5.3579002015E-01	5.5090339024E-01	1.7302314786E-01	4.5664065100E-01	8.8330415475E-01	9.4840024790E-01
9.9485791027E-01	6.7195058604E-01	7.3095206539E-02	8.5534259699E-01	7.8157550181E-01	3.6019949638E-01	9.9104875125E-01	7.3342477633E-01	1.6956687788E-01	9.6234771432E-01	5.7235809623E-01	2.0943149252E-01
6.8596663349E-01	9.3644678583E-01	9.5253528528E-01	5.4972679270E-01	4.6165911176E-01	3.8282032462E-01	8.9459257737E-01	6.9577378640E-01	3.0065491735E-01	7.5136575562E-01	7.9030388859E-01	8.2434929217E-01
5.4457485865E-01	3.0954396675E-01	4.2212230454E-01	9.0537188747E-01	3.3797839383E-01	9.7219981436E-01	7.6147044681E-01	6.9211006184E-01	8.2478452246E-01	6.7550221726E-02	2.6894923673E-01	6.7567754042E-01
5.2009067471E-01	4.3752722951E-01	1.7586142948E-01	7.0266596663E-01	5.0881732000E-01	6.9434278586E-01	5.6233987233E-01	8.1867206811E-01	2.3299160259E-01	2.5803996221E-02	7.4967332896E-01	3.4385233328E-01
4.3837718417E-01	5.8942921455E-01	7.9887003570E-01	9.1048861736E-01	2.3555869397E-01	8.4794965853E-01	2.6653970412E-01	1.3916599840E-01	4.8323529054E-01	7.7782396759E-01	6.0069815696E-01	3.3732824369E-01
6.3913015364E-02	8.9546635463E-01	8.9541816371E-01	1.0307824927E-01	6.6252347078E-01	9.2429082638E-01	3.6118908412E-01	1.9138156096E-01	4.5433256176E-01	5.7658706217E-01	5.7169436866E-01	7.9572336788E-02
6.4927432619E-01	6.2417283030E-01	1.6257071970E-01	7.7433715128E-01	4.4150860749E-02	5.8176457506E-02	5.7551857744E-01	5.8719514868E-01	4.6182449980E-01	7.1887107378E-01	9.2821837903E-01	7.7671029506E-01
9.7699613874E-01	4.5216027769E-01	7.6321059487E-01	3.5735416597E-01	1.8413642467E-02	4.6749651713E-01	2.0448203602E-01	3.5846228833E-01	5.3522519142E-01	4.7855130803E-01	3.9629278580E-01	8.6499631058E-01
6.1259367224E-01	6.9427480294E-01	3.2344065001E-01	7.1217236142E-01	1.5466116910E-01	7.0576597274E-02	2.1489499540E-01	8.4336479933E-01	2.7752512863E-01	7.4326986600E-02	6.0659760550E-01	7.4731899370E-01
8.5868404804E-01	8.6610808653E-01	8.1476180951E-01	7.8798981342E-02	8.8506293982E-01	9.7227610989E-01	6.9201043156E-02	6.7141052795E-01	3.3319506400E-01	8.6623099925E-01	9.7004733230E-01	9.9663554272E-01
4.7318569254E-02	1.6224905921E-01	2.4485766658E-01	6.8466298624E-01	8.0272298606E-01	3.8585990297E-01	6.7245071504E-01	4.6702520413E-01	6.1652529720E-01	2.2980030640E-01	3.6283178065E-01	1.3814179775E-01
6.7739951198E-02	6.0283857251E-01	3.7678195395E-01	7.5274421849E-01	3.3277188884E-01	7.0163471143E-01	2.9284685798E-01	9.1826851697E-01	6.6172089556E-01	7.7449559808E-01	2.8525823933E-01	1.0205450055E-01
6.2022124080E-03	7.7864313876E-01	7.7395537668E-01	9.3769526514E-01	5.3770271832E-01	4.7263664521E-01	7.4271109976E-01	8.0941191146E-01	5.7513658680E-01	6.7073811319E-01	2.2689996639E-01	4.6096120488E-01
3.0536390651E-01	1.2900084090E-01	1.3403016787E-01	8.6066813386E-01	7.2411395492E-01	4.5866164752E-02	3.4038309210E-01	5.6890557640E-01	8.6341928999E-01	1.4463577663E-01	9.9403629738E-02	7.9841293467E-01
1.4371461647E-01	8.3557604673E-01	5.4895419884E-01	8.2631920913E-01	1.8181070289E-01	9.3852477928E-01	7.8198691602E-01	5.0977501905E-01	7.0513260734E-01	3.8740140706E-02	9.1685201590E-02	4.1130928560E-01
3.5635893161E-02	9.5465278331E-01	7.2300117461E-01	9.9901345197E-01	2.7881407656E-01	4.5259406691E-01	8.6884107780E-01	5.7746685806E-01	5.7796335434E-01	9.4281371898E-01	9.4722389658E-01	8.8681044265E-01
2.6932890505E-01	3.5898214816E-01	6.3019195620E-01	7.1849007145E-02	6.9950493282E-01	4.1546460266E-01	8.0140069393E-02	4.4518693591E-01	8.1603500103E-01	5.4252218678E-02	3.5023843687E-01	3.6757474967E-01
9.0796807583E-01	2.6889134917E-01	2.0858462299E-01	5.4007656012E-02	3.4020927293E-01	7.7602261212E-01	3.9128029880E-01	5.4729097241E-01	5.7187506922E-01	3.1505093427E-01	5.8291425228E-01	2.4033015538E-01
6.8050419862E-01	9.6910961330E-02	7.4572760159E-01	7.9442843340E-01	3.9357160490E-01	7.6131374275E-01	2.5826249965E-01	3.4650726348E-01	1.0161169014E-01	1.3311932242E-01	5.6005360526E-01	1.5725808966E-01
1.3487963790E-01	6.4034820358E-01	7.3688194173E-01	2.4919212093E-01	5.3332552617E-01	3.7731830394E-01	1.0692688733E-01	5.3599382305E-01	7.3498360311E-01	1.0160611304E-01	4.6258930779E-01	8.9523951279E-01
3.0568332247E-01	5.6423524149E-01	9.1312611864E-01	7.3271139128E-01	1.1126071497E-01	3.0024385145E-01	4.2210047756E-01	1.9899025344E-01	2.9122366836E-01	9.8433083821E-01	7.2073202195E-01	6.5261475316E-01
4.2429677870E-01	7.5383682857E-01	2.6031520611E-02	9.1523437068E-01	6.2321849509E-01	8.2254436029E-01	6.2420863453E-02	6.4470293050E-01	8.9963300640E-01	5.4395442506E-01	1.3105558085E-01	6.2789418469E-01
5.2538571574E-01	4.4618397122E-01	2.4280990877E-01	4.4718133805E-01	5.2048976271E-01	1.2666529947E-02	6.0339500864E-01	1.8734675972E-01	8.4433917874E-01	1.6141603920E-01	3.2912697753E-01	4.4556005405E-01
5.8933348752E-01	4.0367672603E-01	5.0924939508E-01	1.2149857191E-02	5.9319591273E-02	9.1545221704E-02	1.2474552961E-01	3.6768150733E-01	7.4931505886E-01	4.3606584856E-01	4.8850965010E-01	6.1954200361E-01
6.0922314651E-02	1.2556790800E-01	8.9332144801E-01	1.5969314827E-01	7.1995402443E-01	7.7903774923E-01	4.0059121924E-01	3.4205773440E-01	4.4987211373E-01	3.8917123372E-01	9.4325890845E-01	6.4460537392E-01
4.9946406133E-01	7.7451016381E-01	9.0090310861E-01	1.1548805635E-01	9.7920599762E-01	8.0406084708E-01	1.7687228722E-01	1.0272085693E-01	1.1275934943E-01	9.2247073782E-01	4.4567969871E-01	2.6203983624E-01
1.7876193047E-01	2.6195504881E-01	8.4114899706E-01	9.6469227262E-01	9.5266837134E-01	6.1815721227E-01	5.9116648184E-01	2.2448292918E-01	3.4046179978E-01	3.8375422873E-01	3.4120006567E-01	1.7217827618E-01
3.6163491868E-01	5.1270226619E-01	9.3171290802E-01	8.7764775985E-01	5.1051084831E-02	3.8835032131E-02	8.2252173140E-01	8.9070808298E-01	9.4003667300E-01	1.1274167508E-01	1.0879569546E-01	3.7938679086E-01
2.5859614475E-01	7.2772175688E-01	2.6687893955E-01	7.0627796788E-01	7.7345661800E-01	8.5198563433E-02	8.4001032435E-02	5.2863069189E-01	6.7266627411E-01	7.9972880944E-01	7.7008688002E-01	9.6989997562E-01
3.9073208732E-01	8.0863336292E-01	9.7713150978E-01	4.5833213140E-01	7.5640136370E-01	2.8547046163E-01	2.7127117608E-01	2.8517935642E-01	6.7144228051E-01	7.4161304649E-01	7.3513015134E-01	1.9729092008E-01
7.5620009131E-01	4.2989162687E-01	4.3962887135E-01	5.8529655578E-01	8.3642161677E-01	8.6684270605E-01	1.2179585149E-02	2.3610888955E-01	6.2248294528E-01	4.1510121943E-01	9.7251017199E-01	4.2405468769E-01
9.4959867688E-01	2.0653090123E-01	2.9531664914E-01	5.1171730676E-01	9.0652446690E-02	5.6405255482E-01	1.9798983640E-01	8.0078147102E-01	2.4513871646E-01	6.1611551004E-01	4.2111885577E-01	4.7740484959E-01
2.9964187466E-02	4.9113221691E-01	8.7600224120E-01	7.5952940679E-01	5.7924280552E-01	6.4424081238E-01	9.6744498080E-01	1.2119451431E-01	7.8154167577E-01	8.3661311195E-01	9.9405247950E-01	8.7541939998E-01
5.6176255048E-01	2.1088094873E-03	6.7280524230E-01	2.6223842536E-01	3.4729220732E-01	2.4196653023E-01	7.9184845739E-01	3.5003262723E-01	2.5487448035E-01	1.0645161376E-01	5.1073162914E-01	5.3822864289E-01
7.2358630198E-01	4.2645916237E-01	9.5592767570E-01	3.3850901228E-01	2.2279600686E-01	2.5371034019E-01	6.0966261734E-01	1.8150229405E-01	4.0763361043E-01	9.4880017932E-01	7.7880392398E-01	2.4807908715E-02
3.7209979501E-01	6.3960035688E-03	6.3862451293E-01	6.2602753185E-01	2.3045700151E-01	9.3129657023E-01	1.6653104302E-01	7.9786518426E-01	4.5700279603E-01	5.9526672640E-01	6.4656729720E-01	9.0736631551E-01
5.1332770963E-01	1.4602968482E-01	1.2323071635E-01	3.9616181980E-01	4.5388134306E-01	2.7281107849E-01	2.2019128933E-01	4.0905583462E-01	2.7862158690E-01	7.1424719235E-03	8.4627826081E-01	8.8095329167E-01
4.4311980486E-01	4.1240564350E-01	4.8924370207E-01	2.5314688782E-02	6.5793289370E-01	2.2123553133E-02	9.0340258960E-01	5.2097223053E-01	5.6452413855E-03	6.8996690397E-01	6.4256556945E-01	3.0638640632E-01
4.1925469080E-01	3.0447322250E-01	1.4001348411E-01	3.5517531730E-01	1.2102562143E-01	5.2417666563E-01	1.3876411393E-01	6.2433025411E-01	5.9022472806E-01	8.1761864256E-01	7.7370547499E-01	3.3143015498E-02
5.6924067907E-01	8.5418899899E-01	2.3557808683E-01	9.7950253162E-01	6.8000415073E-02	7.9882417180E-01	2.7719620950E-01	6.7838909026E-01	6.5550967218E-01	4.5296308511E-01	2.2871090965E-01	8.0858361424E-01
3.1999988635E-01	1.9459832364E-01	9.4179743690E-01	3.0455349633E-01	1.4932518040E-01	4.4150823790E-01	5.2548782909E-01	7.6926954602E-01	4.7124422201E-01	4.3985786267E-01	5.4880572745E-01	8.1639497574E-01
7.1291404954E-01	4.6951014790E-01	9.4548604610E-01	5.7476215488E-01	6.5191562249E-01	4.8962977298E-01	2.4600504461E-02	1.2502804627E-01	4.1663202393E-01	3.9831077795E-01	6.7991655583E-01	6.0377881313E-01
2.2255387591E-01	1.1831933164E-01	4.6295048192E-01	7.4526653130E-01	4.9382252444E-01	7.2613160084E-01	3.5295915075E-01	6.4298342433E-01	1.9776556508E-01	2.7253463829E-01	1.1373734748E-01	1.5181287979E-01
6.4095877509E-01	9.0043435636E-01	3.9174618668E-01	3.0568623463E-01	6.8329527919E-01	8.4268941287E-01	4.4295584917E-01	4.4223195457E-01	4.7479732708E-01	9.3697156900E-01	6.6896966994E-01	5.6640099829E-01
9.8790863461E-01	1.8074587549E-01	8.8558704653E-01	4.4424708509E-01	7.7175749713E-01	6.6297159493E-02	6.5543198439E-01	9.3161540891E-02	9.2515880999E-02	3.2482668896E-01	2.6672686431E-02	2.3079574050E-01
8.5466764229E-01	8.1985099898E-01	7.1316105879E-01	8.1547349809E-01	7.6577134890E-02	1.1171489399E-01	5.7973814296E-01	4.9471925058E-01	7.6434956025E-02	9.0799613258E-01	2.4219868147E-01	1.1437014549E-01
1.9666906613E-01	8.3008211890E-01	6.6736970615E-01	7.8834602859E-01	4.1345088931E-01	4.2662539742E-01	3.1060159435E-02	7.5471305276E-01	9.1576481675E-01	6.9488385741E-01	3.9407387541E-01	2.5344234567E-01
3.7686945967E-01	4.9696481228E-01	7.8545876322E-01	6.9915287585E-01	5.0363942950E-01	1.6731348364E-01	3.8678037106E-01	9.8786638202E-01	2.3864664770E-01	5.6388291863E-01	2.6125659180E-01	4.6399015080E-01
7.3326588002E-01	6.9862472141E-01	6.1678954077E-01	4.2052694187E-01	4.9792944621E-01	6.5462571434E-01	1.0020856950E-03	4.5234788775E-01	3.8782304786E-01	4.9885734624E-02	5.4202288596E-01	7.2645238003E-01
